date,station,tmin,tmax,tavg,prcp,wesd
2017-12-20,USS0010E03S, -141,   -7,  -49,  102, 1372
2017-12-21,USS0010E03S, -232, -100, -151,   25, 1397
2017-12-22,USS0010E03S, -132,  -69,  -98,   76, 1473
2017-12-23,USS0010E03S, -299,  -89, -160,    0, 1524
2017-12-24,USS0010E03S, -305, -105, -186,   25, 1524
2017-12-25,USS0010E03S, -141,  -53,  -95,   51, 1549
2017-12-26,USS0010E03S, -121,  -59,  -85,    0, 1549
2017-12-27,USS0010E03S,  -79,  -39,  -56,   51, 1575
2017-12-28,USS0010E03S,  -51,  -23,  -34,  102, 1676
2017-12-29,USS0010E03S,  -32,   -7,  -21,  102, 1753
2017-12-30,USS0010E03S, -150,   10,  -54,    0, 1778
2017-12-31,USS0010E03S, -183,  -53, -121,    0, 1803
2018-01-01,USS0010E03S, -232,  -28, -135,    0, 1803
2018-01-02,USS0010E03S, -277,  -69, -180,   25, 1803
2018-01-03,USS0010E03S, -207,  -34, -107,    0, 1803
2018-01-04,USS0010E03S, -159,   -6,  -74,    0, 1803
2018-01-05,USS0010E03S, -110,   10,  -40,    0, 1803
2018-01-06,USS0010E03S,  -36,   10,  -17,    0, 1803
2018-01-07,USS0010E03S,  -45,  -21,  -32,    0, 1829
2018-01-08,USS0010E03S,  -89,    8,  -42,    0, 1829
2018-01-09,USS0010E03S,  -59,   17,   -7,   76, 1905
2018-01-10,USS0010E03S, -137,    6,  -46,  203, 2134
2018-01-11,USS0010E03S, -150,  -31,  -69,  152, 2261
2018-01-12,USS0010E03S,  -45,    6,  -23,   51, 2286
2018-01-13,USS0010E03S,  -46,  -10,  -24,    0, 2286
2018-01-14,USS0010E03S,  -40,   -4,  -26,    0, 2311
2018-01-15,USS0010E03S, -200,  -22,  -72,    0, 2311
2018-01-16,USS0010E03S, -256,  -52, -153,    0, 2311
2018-01-17,USS0010E03S, -152,    3,  -45,    0, 2311
2018-01-18,USS0010E03S,  -29,   43,    6,    0, 2337
2018-01-19,USS0010E03S,  -61,   26,  -15,  305, 2642
2018-01-20,USS0010E03S, -194,  -44,  -94,    0, 2642
2018-01-21,USS0010E03S, -249,  -80, -155,    0, 2642
2018-01-22,USS0010E03S, -113,  -45,  -83,   25, 2667
2018-01-23,USS0010E03S, -158,  -37,  -90,    0, 2667
2018-01-24,USS0010E03S, -100,   11,  -55,    0, 2667
2018-01-25,USS0010E03S, -123,  -15,  -70,   25, 2692
2018-01-26,USS0010E03S, -176,  -52,  -99,   25, 2718
2018-01-27,USS0010E03S,  -95,  -36,  -62,   51, 2769
2018-01-28,USS0010E03S,  -59,   11,  -23,   25, 2769
2018-01-29,USS0010E03S,  -26,   27,    0,    0, 2769
2018-01-30,USS0010E03S,  -82,   15,  -19,   25, 2794
2018-01-31,USS0010E03S, -115,  -48,  -80,    0, 2794
2018-02-01,USS0010E03S, -192,  -40,  -89,    0, 2794
2018-02-02,USS0010E03S,  -44,   27,  -11,  102, 2870
2018-02-03,USS0010E03S,  -30,   22,   -3,   25, 2896
2018-02-04,USS0010E03S,  -17,   30,    6,   76, 2972
2018-02-05,USS0010E03S,  -58,   12,  -18,    0, 2972
2018-02-06,USS0010E03S,  -66,    0,  -37,    0, 2972
2018-02-07,USS0010E03S,  -40,   11,  -17,   25, 2997
2018-02-08,USS0010E03S,  -24,   11,    0,   76, 3048
2018-02-09,USS0010E03S, -153,  -19,  -61,    0, 3073
2018-02-10,USS0010E03S, -196,  -54, -134,    0, 3073
2018-02-11,USS0010E03S, -202,  -42, -112,    0, 3073
2018-02-12,USS0010E03S, -171,  -66, -126,    0, 3073
2018-02-13,USS0010E03S, -210,  -10, -105,    0, 3073
2018-02-14,USS0010E03S,  -79,   -8,  -41,   51, 3099
2018-02-15,USS0010E03S, -216,  -52, -105,    0, 3150
2018-02-16,USS0010E03S, -157,  -69,  -85,  102, 3226
2018-02-17,USS0010E03S,  -79,   -6,  -45,  127, 3353
2018-02-18,USS0010E03S, -174,   -7,  -81,  229, 3607
2018-02-19,USS0010E03S, -302, -135, -197,    0, 3632
2018-02-20,USS0010E03S, -354, -131, -241,   25, 3632
2018-02-21,USS0010E03S, -278,  -92, -178,    0, 3632
2018-02-22,USS0010E03S, -233,  -62, -148,   25, 3632
2018-02-23,USS0010E03S, -218,  -42, -137,   25, 3632
2018-02-24,USS0010E03S, -147,  -77, -116,    0, 3658
2018-02-25,USS0010E03S, -161,  -76, -106,   25, 3683
2018-02-26,USS0010E03S, -114,  -26,  -69,  102, 3759
2018-02-27,USS0010E03S, -125,  -33,  -90,    0, 3759
2018-02-28,USS0010E03S, -185,  -26, -103,    0, 3759
2018-03-01,USS0010E03S, -215,  -10,  -89,    0, 3759
2018-03-02,USS0010E03S,  -89,   14,  -46,   25, 3810
2018-03-03,USS0010E03S,  -72,    7,  -41,  102, 3886
2018-03-04,USS0010E03S, -117,  -37,  -68,   51, 3962
2018-03-05,USS0010E03S, -135,  -40,  -90,   25, 3962
2018-03-06,USS0010E03S, -117,  -10,  -74,    0, 3962
2018-03-07,USS0010E03S, -179,   26,  -73,    0, 3962
2018-03-08,USS0010E03S, -145,   16,  -53,   25, 3988
2018-03-09,USS0010E03S,  -67,    8,  -17,   25, 4013
2018-03-10,USS0010E03S, -168,   33,  -69,    0, 4013
2018-03-11,USS0010E03S, -215,   78,  -54,   25, 4013
2018-03-12,USS0010E03S,  -85,   76,   -5,    0, 4013
2018-03-13,USS0010E03S, -141,   91,  -29,    0, 4013
2018-03-14,USS0010E03S,  -65,   98,   19,   51, 4064
2018-03-15,USS0010E03S,  -70,   21,  -13,    0, 4064
2018-03-16,USS0010E03S, -122,   24,  -38,    0, 4064
2018-03-17,USS0010E03S, -123,   36,  -47,   25, 4064
2018-03-18,USS0010E03S, -105,    6,  -50,    0, 4064
2018-03-19,USS0010E03S, -108,   11,  -48,    0, 4064
2018-03-20,USS0010E03S, -104,    5,  -48,    0, 4064
2018-03-21,USS0010E03S,  -75,   29,  -13,   25, 4064
2018-03-22,USS0010E03S,   -1,   81,   26,   76, 4064
2018-03-23,USS0010E03S,  -21,   34,    6,   25, 4115
2018-03-24,USS0010E03S,  -80,   18,  -20,   25, 4140
2018-03-25,USS0010E03S,  -81,   18,  -39,   25, 4191
2018-03-26,USS0010E03S, -164,    5,  -76,    0, 4191
2018-03-27,USS0010E03S, -173,   18,  -50,   25, 4191
2018-03-28,USS0010E03S,  -93,   31,  -18,   25, 4216
2018-03-29,USS0010E03S, -143,   37,  -40,    0, 4216
2018-03-30,USS0010E03S,  -21,   53,   13,    0, 4216
2018-03-31,USS0010E03S,  -51,   54,    4,    0, 4216
2018-04-01,USS0010E03S, -106,   41,   -9,    0, 4242
2018-04-02,USS0010E03S, -177,   19,  -46,   76, 4343
2018-04-03,USS0010E03S, -201,  -14,  -84,    0, 4343
2018-04-04,USS0010E03S,  -66,   39,   -4,   25, 4343
2018-04-05,USS0010E03S,    5,   77,   30,   76, 4343
2018-04-06,USS0010E03S,  -65,   59,   -5,   51, 4394
2018-04-07,USS0010E03S,  -29,   56,   16,   76, 4420
2018-04-08,USS0010E03S,  -34,   35,   -4,   25, 4496
2018-04-09,USS0010E03S,  -47,   54,   -1,    0, 4521
2018-04-10,USS0010E03S,  -71,   75,   18,    0, 4521
2018-04-11,USS0010E03S,   -2,   54,   23,   76, 4547
2018-04-12,USS0010E03S,  -58,   16,   -9,  127, 4699
2018-04-13,USS0010E03S, -108,   23,  -34,    0, 4724
2018-04-14,USS0010E03S, -126,   43,  -22,    0, 4724
2018-04-15,USS0010E03S,  -18,   75,   23,    0, 4724
2018-04-16,USS0010E03S,  -22,  117,   29,   25, 4724
2018-04-17,USS0010E03S,  -81,   27,  -23,    0, 4724
2018-04-18,USS0010E03S, -109,   64,  -18,   25, 4750
2018-04-19,USS0010E03S,  -63,  105,   24,    0, 4699
2018-04-20,USS0010E03S,  -29,  105,   37,    0, 4623
2018-04-21,USS0010E03S,  -56,  138,   41,    0, 4572
2018-04-22,USS0010E03S,  -28,  134,   56,    0, 4547
2018-04-23,USS0010E03S,  -34,   26,    3,   51, 4597
2018-04-24,USS0010E03S,  -81,   91,    0,   25, 4597
2018-04-25,USS0010E03S,  -90,  112,   24,    0, 4547
2018-04-26,USS0010E03S,  -51,  149,   45,    0, 4470
2018-04-27,USS0010E03S,  -52,  174,   59,    0, 4343
2018-04-28,USS0010E03S,  -16,  185,   72,    0, 4166
2018-04-29,USS0010E03S,  -17,   69,   29,    0, 4140
2018-04-30,USS0010E03S,  -36,   52,   10,   25, 4115
2018-05-01,USS0010E03S,  -13,   68,   15,   51, 4140
2018-05-02,USS0010E03S,  -19,   93,   34,   25, 4115
2018-05-03,USS0010E03S,  -45,  119,   38,    0, 4013
2018-05-04,USS0010E03S,  -23,  141,   51,    0, 3810
2018-05-05,USS0010E03S,  -10,  154,   56,    0, 3658
2018-05-06,USS0010E03S,    5,  184,   82,    0, 3454
2018-05-07,USS0010E03S,    0,  150,   69,    0, 3251
2018-05-08,USS0010E03S,  -13,  160,   69,    0, 3048
2018-05-09,USS0010E03S,   -3,  171,   85,    0, 2845
2018-05-10,USS0010E03S,    1,  149,   71,    0, 2667
2018-05-11,USS0010E03S,    9,   83,   37,   51, 2540
2018-05-12,USS0010E03S,   -4,  112,   45,    0, 2438
2018-05-13,USS0010E03S,   11,  131,   62,    0, 2184
2018-05-14,USS0010E03S,   -8,  123,   53,    0, 2057
2018-05-15,USS0010E03S,  -12,  162,   70,    0, 1880
2018-05-16,USS0010E03S,   -4,  143,   56,    0, 1778
2018-05-17,USS0010E03S,  -10,  146,   62,    0, 1600
2018-05-18,USS0010E03S,    5,  152,   56,   51, 1422
2018-05-19,USS0010E03S,   15,  120,   56,   25, 1270
2018-05-20,USS0010E03S,   -1,  165,   81,    0, 1016
2018-05-21,USS0010E03S,   15,  166,   77,   25,  737
2018-05-22,USS0010E03S,    5,  186,   88,    0,  432
2018-05-23,USS0010E03S,   19,   66,   39,  305,  559
2018-05-24,USS0010E03S,   29,  142,   71,    0,  356
2018-05-25,USS0010E03S,   19,  195,  102,   25,    0
2018-05-26,USS0010E03S,   30,  204,  115,    0,    0
2018-05-27,USS0010E03S,   42,  169,   87,   51,    0
2018-05-28,USS0010E03S,   36,  142,   82,   25,    0
2018-05-29,USS0010E03S,   31,  166,   92,    0,    0
2018-05-30,USS0010E03S,    9,  170,   77,    0,    0
2018-05-31,USS0010E03S,   50,  160,   90,   25,    0
2018-06-01,USS0010E03S,   -2,   72,   41,   25,    0
2018-06-02,USS0010E03S,  -16,  149,   69,   51,    0
2018-06-03,USS0010E03S,    0,  209,  113,    0,    0
2018-06-04,USS0010E03S,   20,  217,  129,    0,    0
2018-06-05,USS0010E03S,   38,  213,  135,    0,    0
2018-06-06,USS0010E03S,    2,  228,  117,    0,    0
2018-06-07,USS0010E03S,   40,  222,  126,    0,    0
2018-06-08,USS0010E03S,   29,  206,  121,    0,    0
2018-06-09,USS0010E03S,   36,  234,  143,    0,    0
2018-06-10,USS0010E03S,    3,  111,   61,    0,    0
2018-06-11,USS0010E03S,   -9,   98,   43,    0,    0
2018-06-12,USS0010E03S,  -35,  159,   68,    0,    0
2018-06-13,USS0010E03S,   -9,  216,  122,    0,    0
2018-06-14,USS0010E03S,   18,  185,  118,    0,    0
2018-06-15,USS0010E03S,  -11,   91,   50,    0,    0
2018-06-16,USS0010E03S,   36,  136,   76,  102,    0
2018-06-17,USS0010E03S,   51,  128,   82,  229,    0
2018-06-18,USS0010E03S,   39,   90,   68,  203,    0
2018-06-19,USS0010E03S,   35,  138,   75,   25,    0
2018-06-20,USS0010E03S,   50,  152,   90,    0,    0
2018-06-21,USS0010E03S,   25,  208,  105,   25,    0
2018-06-22,USS0010E03S,   63,  150,   98,   25,    0
2018-06-23,USS0010E03S,   48,  154,   90,   25,    0
2018-06-24,USS0010E03S,   29,  178,  107,   51,    0
2018-06-25,USS0010E03S,   32,  212,  130,    0,    0
2018-06-26,USS0010E03S,   56,  201,  135,    0,    0
2018-06-27,USS0010E03S,   26,  219,  132,    0,    0
2018-06-28,USS0010E03S,   65,  237,  149,    0,    0
2018-06-29,USS0010E03S,   34,  118,   70,    0,    0
2018-06-30,USS0010E03S,   38,  144,   84,    0,    0
2018-07-01,USS0010E03S,   58,  170,  116,    0,    0
2018-07-02,USS0010E03S,   37,  190,  122,    0,    0
2018-07-03,USS0010E03S,   16,  190,  104,    0,    0
2018-07-04,USS0010E03S,   -5,  223,  122,   51,    0
2018-07-05,USS0010E03S,   43,  267,  153,    0,    0
2018-07-06,USS0010E03S,   69,  270,  168,    0,    0
2018-07-07,USS0010E03S,   54,  258,  162,   25,    0
2018-07-08,USS0010E03S,   65,  264,  162,    0,    0
2018-07-09,USS0010E03S,   86,  284,  178,    0,    0
2018-07-10,USS0010E03S,   88,  261,  173,    0,    0
2018-07-11,USS0010E03S,   54,  247,  155,    0,    0
2018-07-12,USS0010E03S,   49,  242,  154,    0,    0
2018-07-13,USS0010E03S,   57,  260,  158,    0,    0
2018-07-14,USS0010E03S,   43,  253,  151,    0,    0
2018-07-15,USS0010E03S,   53,  260,  158,    0,    0
2018-07-16,USS0010E03S,   82,  230,  146,    0,    0
2018-07-17,USS0010E03S,   56,  225,  125,    0,    0
2018-07-18,USS0010E03S,   32,  236,  118,    0,    0
2018-07-19,USS0010E03S,   40,  238,  139,    0,    0
2018-07-20,USS0010E03S,   25,  252,  147,    0,    0
2018-07-21,USS0010E03S,   56,  236,  148,    0,    0
2018-07-22,USS0010E03S,   64,  237,  153,    0,    0
2018-07-23,USS0010E03S,   45,  241,  146,    0,    0
2018-07-24,USS0010E03S,   90,  251,  155,    0,    0
2018-07-25,USS0010E03S,   58,  240,  138,    0,    0
2018-07-26,USS0010E03S,   41,  239,  147,    0,    0
2018-07-27,USS0010E03S,   64,  236,  133,   25,    0
2018-07-28,USS0010E03S,   49,  232,  131,    0,    0
2018-07-29,USS0010E03S,   38,  204,  121,    0,    0
2018-07-30,USS0010E03S,   14,  235,  128,    0,    0
2018-07-31,USS0010E03S,   33,  262,  157,    0,    0
2018-08-01,USS0010E03S,   88,  242,  171,    0,    0
2018-08-02,USS0010E03S,   61,  235,  141,    0,    0
2018-08-03,USS0010E03S,   51,  223,  138,    0,    0
2018-08-04,USS0010E03S,   22,  206,  114,    0,    0
2018-08-05,USS0010E03S,   20,  162,   73,    0,    0
2018-08-06,USS0010E03S,    6,  210,  108,    0,    0
2018-08-07,USS0010E03S,   16,  232,  128,    0,    0
2018-08-08,USS0010E03S,   16,  254,  140,    0,    0
2018-08-09,USS0010E03S,   34,  271,  163,    0,    0
2018-08-10,USS0010E03S,   45,  294,  170,    0,    0
2018-08-11,USS0010E03S,   58,  298,  180,    0,    0
2018-08-12,USS0010E03S,   56,  272,  166,    0,    0
2018-08-13,USS0010E03S,   54,  249,  151,    0,    0
2018-08-14,USS0010E03S,   41,  223,  129,    0,    0
2018-08-15,USS0010E03S,    7,  238,  129,    0,    0
2018-08-16,USS0010E03S,    8,  252,  133,   51,    0
2018-08-17,USS0010E03S,   72,  250,  140,    0,    0
2018-08-18,USS0010E03S,   57,  196,  110,   25,    0
2018-08-19,USS0010E03S,   24,  207,  111,    0,    0
2018-08-20,USS0010E03S,   34,  166,   99,    0,    0
2018-08-21,USS0010E03S,   11,  196,   99,    0,    0
2018-08-22,USS0010E03S,   29,  173,   91,    0,    0
2018-08-23,USS0010E03S,   34,  182,  102,    0,    0
2018-08-24,USS0010E03S,   12,  217,  108,    0,    0
2018-08-25,USS0010E03S,    3,  193,  105,   25,    0
2018-08-26,USS0010E03S,   42,  177,  105,   25,    0
2018-08-27,USS0010E03S,   19,   78,   45,  203,    0
2018-08-28,USS0010E03S,    2,  124,   50,    0,    0
2018-08-29,USS0010E03S,   -7,  178,   81,    0,    0
2018-08-30,USS0010E03S,   -3,  212,  103,    0,    0
2018-08-31,USS0010E03S,   13,  160,   80,    0,    0
2018-09-01,USS0010E03S,   -4,  187,   87,    0,    0
2018-09-02,USS0010E03S,   -4,  201,   92,    0,    0
2018-09-03,USS0010E03S,   -9,  212,  102,    0,    0
2018-09-04,USS0010E03S,   -3,  221,  108,    0,    0
2018-09-05,USS0010E03S,    4,  231,  113,    0,    0
2018-09-06,USS0010E03S,   13,  235,  107,   25,    0
2018-09-07,USS0010E03S,   16,  229,  111,    0,    0
2018-09-08,USS0010E03S,   30,  213,  109,    0,    0
2018-09-09,USS0010E03S,   -9,  195,   90,    0,    0
2018-09-10,USS0010E03S,   -9,  209,   97,    0,    0
2018-09-11,USS0010E03S,    1,  192,   92,   25,    0
2018-09-12,USS0010E03S,   25,  182,   93,    0,    0
2018-09-13,USS0010E03S,   43,  147,   85,    0,    0
2018-09-14,USS0010E03S,    8,  168,   82,    0,    0
2018-09-15,USS0010E03S,   24,  225,  125,    0,    0
2018-09-16,USS0010E03S,    9,  198,   97,    0,    0
2018-09-17,USS0010E03S,  -23,  202,   80,    0,    0
2018-09-18,USS0010E03S,  -21,  211,   88,    0,    0
2018-09-19,USS0010E03S,  -21,  205,   81,    0,    0
2018-09-20,USS0010E03S,  -12,  118,   49,    0,    0
2018-09-21,USS0010E03S,  -42,  167,   57,    0,    0
2018-09-22,USS0010E03S,  -19,  189,   89,    0,    0
2018-09-23,USS0010E03S,   15,  144,   76,    0,    0
2018-09-24,USS0010E03S,  -10,   90,   27,    0,    0
2018-09-25,USS0010E03S,  -32,  119,   31,    0,    0
2018-09-26,USS0010E03S,  -59,  135,   41,   25,    0
2018-09-27,USS0010E03S,    7,  132,   75,    0,    0
2018-09-28,USS0010E03S,   -1,  159,   65,    0,    0
2018-09-29,USS0010E03S,  -15,  173,   66,    0,    0
2018-09-30,USS0010E03S,  -11,  128,   41,    0,    0
2018-10-01,USS0010E03S,  -32,  137,   55,   76,    0
2018-10-02,USS0010E03S,   57,  150,  105,    0,    0
2018-10-03,USS0010E03S,   47,  138,   89,    0,    0
2018-10-04,USS0010E03S,    6,   77,   52,  127,    0
2018-10-05,USS0010E03S,  -13,   22,    5,    0,    0
2018-10-06,USS0010E03S,  -10,   32,   11,   25,    0
2018-10-07,USS0010E03S,  -25,   49,   13,    0,    0
2018-10-08,USS0010E03S,  -45,   72,    4,   25,   25
2018-10-09,USS0010E03S,  -13,   46,    9,   25,   25
2018-10-10,USS0010E03S,  -45,   30,   -5,   25,   51
2018-10-11,USS0010E03S,  -81,   17,  -15,    0,   51
2018-10-12,USS0010E03S,  -88,   49,   -6,   25,   51
2018-10-13,USS0010E03S,  -87,    9,  -38,    0,   51
2018-10-14,USS0010E03S, -146,  -14,  -79,    0,   51
2018-10-15,USS0010E03S, -160,   40,  -52,  102,  102
2018-10-16,USS0010E03S,  -96,  107,   -3,    0,  127
2018-10-17,USS0010E03S,  -59,  133,   18,    0,  127
2018-10-18,USS0010E03S,  -43,  119,   24,    0,  127
2018-10-19,USS0010E03S,  -45,  128,   24,    0,  127
2018-10-20,USS0010E03S,  -38,  161,   40,    0,  127
2018-10-21,USS0010E03S,  -32,  139,   34,    0,  102
2018-10-22,USS0010E03S,  -36,  154,   34,    0,  102
2018-10-23,USS0010E03S,  -29,   87,   29,   25,   76
2018-10-24,USS0010E03S,    5,   87,   39,    0,   25
2018-10-25,USS0010E03S,    6,   67,   30,    0,    0
2018-10-26,USS0010E03S,   24,   86,   50,    0,    0
2018-10-27,USS0010E03S,    7,   80,   40,    0,    0
2018-10-28,USS0010E03S,   11,  112,   61,    0,    0
2018-10-29,USS0010E03S,  -31,   54,   14,    0,    0
2018-10-30,USS0010E03S,  -77,    7,  -29,    0,    0
2018-10-31,USS0010E03S,  -97,  -17,  -43,   76,   76
2018-11-07,USS0010E03S, -109,  -17,  -65,,  254
2018-11-08,USS0010E03S, -145,  -39,  -86,    0,  254
2018-11-09,USS0010E03S, -167,  -21,  -87,    0,  305
2018-11-10,USS0010E03S, -131,  -29,  -68,    0,  279
2018-11-11,USS0010E03S, -200,  -53, -123,   25,  254
2018-11-12,USS0010E03S, -252,  -41, -144,    0,  254
2018-11-13,USS0010E03S, -197,    3,  -99,   51,  279
2018-11-14,USS0010E03S, -159,   38,  -64,   25,  279
2018-11-15,USS0010E03S, -133,   32,  -43,   25,  305
2018-11-16,USS0010E03S,  -65,    3,  -27,    0,  305
2018-11-17,USS0010E03S, -211,  -38, -101,    0,  305
2018-11-18,USS0010E03S, -229,  -25, -112,    0,  305
2018-11-19,USS0010E03S, -130,   14,  -48,    0,  305
2018-11-20,USS0010E03S, -152,   28,  -74,    0,  305
2018-11-21,USS0010E03S, -161,   33,  -67,    0,  305
2018-11-22,USS0010E03S, -101,   11,  -32,   51,  356
2018-11-23,USS0010E03S,  -41,  -13,  -29,   25,  432
2018-11-24,USS0010E03S,  -97,  -27,  -53,   51,  508
2018-11-25,USS0010E03S, -124,  -46,  -90,    0,  508
2018-11-26,USS0010E03S, -124,  -22,  -76,   25,  508
2018-11-27,USS0010E03S,  -94,  -10,  -42,   51,  559
2018-11-28,USS0010E03S,  -49,   -1,  -27,    0,  610
2018-11-29,USS0010E03S, -137,   -9,  -54,    0,  610
2018-11-30,USS0010E03S, -179,  -21,  -86,   51,  660
2018-12-01,USS0010E03S, -132,  -40,  -74,    0,  660
2018-12-02,USS0010E03S, -216,  -55, -146,    0,  610
2018-12-03,USS0010E03S, -207,  -60, -137,   25,  635
2018-12-04,USS0010E03S, -233,  -79, -126,    0,  635
2018-12-05,USS0010E03S, -293,  -75, -205,    0,  635
2018-12-06,USS0010E03S, -273,  -66, -154,    0,  635
2018-12-07,USS0010E03S, -179,  -24,  -75,  102,  711
2018-12-08,USS0010E03S,  -76,  -17,  -50,    0,  711
2018-12-09,USS0010E03S, -170,  -43,  -90,    0,  686
2018-12-10,USS0010E03S, -196,  -17, -100,    0,  737
2018-12-11,USS0010E03S,  -75,  -40,  -64,    0,  737
2018-12-12,USS0010E03S, -187,  -34,  -84,    0,  762
2018-12-13,USS0010E03S, -199,  -72, -121,    0,  762
2018-12-14,USS0010E03S, -186,  -18, -101,    0,  787
2018-12-15,USS0010E03S,  -88,   -8,  -31,    0,  787
2018-12-16,USS0010E03S, -109,   41,  -43,    0,  787
2018-12-17,USS0010E03S, -116,   38,  -34,   76,  838
2018-12-18,USS0010E03S,  -20,   -2,  -11,    0,  864
2018-12-19,USS0010E03S,  -81,  -20,  -41,    0,  889
2018-12-20,USS0010E03S,  -73,    5,  -39,    0,  889
2018-12-21,USS0010E03S,  -69,  -14,  -43,   76,  940
2018-12-22,USS0010E03S, -106,  -69,  -92,    0,  940
2018-12-23,USS0010E03S, -131,  -50,  -82,   25,  965
2018-12-24,USS0010E03S,  -79,  -26,  -52,    0,  965
2018-12-25,USS0010E03S, -106,  -32,  -68,    0,  991
2018-12-26,USS0010E03S, -166,  -64, -102,    0,  991
2018-12-27,USS0010E03S, -177,  -71, -111,    0,  991
2018-12-28,USS0010E03S, -245,  -89, -152,   51,  991
2018-12-29,USS0010E03S, -130,  -80, -107,   25, 1041
2018-12-30,USS0010E03S, -133,  -47,  -81,  102, 1143
2018-12-31,USS0010E03S, -309, -130, -181,    0, 1118
2019-01-01,USS0010E03S, -321, -114, -195,    0, 1118
2019-01-02,USS0010E03S, -146,  -62, -103,   51, 1168
2019-01-03,USS0010E03S, -112,  -34,  -80,   25, 1168
2019-01-04,USS0010E03S, -131,  -10,  -59,    0, 1168
2019-01-05,USS0010E03S, -120,    2,  -55,    0, 1168
2019-01-06,USS0010E03S,  -59,  -11,  -37,    0, 1194
2019-01-07,USS0010E03S, -112,  -43,  -72,   25, 1219
2019-01-08,USS0010E03S, -155,  -50, -103,    0, 1219
2019-01-09,USS0010E03S, -153,   33,  -44,    0, 1219
2019-01-10,USS0010E03S,  -79,    7,  -35,    0, 1219
2019-01-11,USS0010E03S, -182,   -8,  -60,    0, 1219
2019-01-12,USS0010E03S, -233,  -33, -142,    0, 1219
2019-01-13,USS0010E03S, -204,    1, -116,    0, 1219
2019-01-14,USS0010E03S, -202,  -12, -120,    0, 1219
2019-01-15,USS0010E03S, -222,  -20, -110,   51, 1270
2019-01-16,USS0010E03S,  -57,    3,  -29,   25, 1270
2019-01-17,USS0010E03S,  -34,    9,  -15,   25, 1321
2019-01-18,USS0010E03S,  -52,   -9,  -34,    0, 1321
2019-01-19,USS0010E03S,  -56,  -25,  -39,   51, 1422
2019-01-20,USS0010E03S,  -29,   20,   -7,   51, 1473
2019-01-21,USS0010E03S, -104,  -12,  -49,   51, 1549
2019-01-22,USS0010E03S, -199,  -58, -116,   25, 1549
2019-01-23,USS0010E03S, -103,  -61,  -84,   76, 1626
2019-01-24,USS0010E03S, -114,  -44,  -76,    0, 1626
2019-01-25,USS0010E03S, -105,  -42,  -72,   51, 1676
2019-01-26,USS0010E03S,  -79,  -20,  -53,    0, 1676
2019-01-27,USS0010E03S,  -82,  -13,  -42,   25, 1702
2019-01-28,USS0010E03S, -245,  -64, -124,    0, 1676
2019-01-29,USS0010E03S, -290,  -54, -183,    0, 1676
2019-01-30,USS0010E03S, -266,  -40, -141,    0, 1676
2019-01-31,USS0010E03S, -103,   -4,  -51,   51, 1702
2019-02-01,USS0010E03S, -173,   30,  -68,    0, 1702
2019-02-02,USS0010E03S,  -70,   19,   -6,   25, 1727
2019-02-03,USS0010E03S,  -30,    3,  -14,  102, 1880
2019-02-04,USS0010E03S,  -72,   -4,  -36,   51, 1930
2019-02-05,USS0010E03S,  -94,   -2,  -53,    0, 1930
2019-02-06,USS0010E03S, -160,  -94, -120,    0, 1930
2019-02-07,USS0010E03S, -250, -121, -176,    0, 1930
2019-02-08,USS0010E03S, -200,  -70, -133,   51, 1956
2019-02-09,USS0010E03S, -164,  -23, -108,    0, 1981
2019-02-10,USS0010E03S, -129,  -28,  -81,   51, 2007
2019-02-11,USS0010E03S, -160,  -91, -116,   51, 2057
2019-02-12,USS0010E03S, -101,  -37,  -71,   51, 2108
2019-02-13,USS0010E03S,  -73,  -29,  -45,  102, 2210
2019-02-14,USS0010E03S,  -39,   20,  -10,  102, 2311
2019-02-15,USS0010E03S,  -76,   -1,  -33,   25, 2337
2019-02-16,USS0010E03S, -136,  -47,  -87,    0, 2337
2019-02-17,USS0010E03S, -241,  -28, -114,    0, 2337
2019-02-18,USS0010E03S, -277,  -58, -160,    0, 2337
2019-02-19,USS0010E03S, -187, -105, -152,    0, 2337
2019-02-20,USS0010E03S, -180,  -77, -133,   25, 2362
2019-02-21,USS0010E03S, -265,  -78, -153,    0, 2362
2019-02-22,USS0010E03S, -344,  -56, -188,    0, 2362
2019-02-23,USS0010E03S, -138,  -73, -106,   76, 2438
2019-02-24,USS0010E03S, -100,  -33,  -66,  178, 2591
2019-02-25,USS0010E03S,  -33,   -4,  -19,  102, 2692
2019-02-26,USS0010E03S,  -14,    7,   -6,  152, 2845
2019-02-27,USS0010E03S,  -13,   18,   -1,  102, 2946
2019-02-28,USS0010E03S,  -81,   20,  -13,   76, 2997
2019-03-01,USS0010E03S, -183,  -46, -108,    0, 2997
2019-03-02,USS0010E03S, -206,  -34, -137,    0, 2997
2019-03-03,USS0010E03S, -287,  -62, -178,    0, 2997
2019-03-04,USS0010E03S, -340,  -62, -188,    0, 2997
2019-03-05,USS0010E03S, -276,   -7, -115,   25, 3048
2019-03-06,USS0010E03S,  -49,   32,   -8,   76, 3124
2019-03-07,USS0010E03S,  -28,   29,   -3,   25, 3150
2019-03-08,USS0010E03S,  -88,   35,  -27,   25, 3175
2019-03-09,USS0010E03S, -187,  -42,  -96,    0, 3175
2019-03-10,USS0010E03S, -214,  -14, -116,    0, 3175
2019-03-11,USS0010E03S, -273,   28, -117,   25, 3200
2019-03-12,USS0010E03S, -189,   43,  -72,   25, 3200
